kode_rs,nama_rs,total_tt,lk_terpakai,pr_terpakai,terpakai,lk_kosong,pr_kosong,kosong,wait_list,tgl_update
7173002,RS Umum Daerah Anugerah,72,7,5,12,25,35,60,0,16/Apr/2020 07:58:06
3302232,RS Hermina Purwokerto,114,20,37,57,24,34,57,0,16/Apr/2020 01:02:32
6202025,RS Kelas D Pratama Parenggean,44,0,3,3,20,21,41,0,18/Apr/2020 02:56:17
1309023,RS Islam Ibnu Sina Panti Yarsi,37,8,23,31,0,0,6,0,07/Feb/2019 14:51:36
3573260,RSIA REFA HUSADA,1,0,0,0,0,0,1,0,16/Apr/2020 11:10:08
3527013,RS Nindhita,3,0,1,1,1,1,2,0,11/Jan/2019 05:56:31
9231002,RSUD Lukas Enembe Kabupaten Memberamo Tengah,33,9,13,22,12,21,11,0,02/Jul/2018 10:54:10
1471398,RS Daerah Madani Kota Pekanbaru,38,0,0,0,0,0,38,0,18/Apr/2020 08:25:31
3603191,RS Umum Daerah Pakuhaji,8,0,0,0,4,4,8,0,16/Apr/2020 04:33:57
1571169,RS Umum Daerah H. Abdurrahman Sayoeti,22,0,0,0,0,2,22,0,17/Apr/2020 03:33:37
1275930,RSU HERMINA MEDAN,63,9,12,21,17,24,42,0,13/Apr/2020 07:19:43
3306111,RS Amanah Umat Purworejo,63,5,8,13,24,23,50,0,17/Apr/2020 06:27:11
5271103,RS Mata Nusa Tenggara Barat,14,0,0,0,7,7,14,0,19/Apr/2020 01:25:45
7318056,RS Sinar Kasih,73,10,7,17,35,42,56,0,18/Apr/2020 03:07:24
6472130,RS Hermina Samarinda,19,3,12,15,2,1,4,0,17/Apr/2020 18:08:20
1871448,RS Mata Lampung Eye Center (LEC),10,0,0,0,5,5,10,0,26/Feb/2019 11:16:31
6111002,RS Umum Daerah Sultan Muhammad Jamaludin I,0,0,0,0,0,0,0,0,20/Feb/2019 12:05:20
1703046,RSUD Lagita,70,1,8,9,18,44,61,0,07/Apr/2020 03:15:05
3301112,RSU Raffa Majenang,13,0,0,0,6,7,13,0,16/Jan/2019 05:33:37
3273546,RS Ibu dan Anak Al Islam,0,0,0,0,0,0,0,0,16/Apr/2020 11:39:50
7604027,RS Bhayangkara Tkt. IV Polda Sulbar,29,5,2,7,9,13,22,0,17/Apr/2020 08:29:09
3603192,RS Mitra Keluarga Gading Serpong,78,13,22,35,0,0,43,0,16/Apr/2020 09:04:18
5272005,RSUD Kota Bima,45,1,8,9,6,6,36,0,19/Apr/2020 01:53:53
1806039,RS Medika Insani,24,8,8,16,18,18,8,6,09/Apr/2020 07:08:24
6308014,RS Mulia Amuntai,41,0,1,1,0,0,40,0,20/Nov/2018 06:52:16
1273108,RS Rasyida Siantar,7,0,0,0,4,3,7,0,05/Mar/2019 10:45:48
3512039,RS Ibu dan Anak Jatimed,0,0,0,0,0,0,0,0,05/Mar/2019 09:56:28
3172771,RSUD CIPAYUNG,40,6,0,6,34,0,34,0,16/Apr/2020 10:19:21
1111005,RSU Prima Inti Medika,4,0,0,0,4,4,4,0,28/Mar/2020 05:50:07
1503039,RS Langit Golden Medika,3,0,0,0,3,3,3,0,16/Apr/2020 09:01:46
3506066,RS Umum Daerah Simpang Lima Gumul Kediri,122,10,7,17,46,59,105,0,17/Apr/2020 06:42:28
9271079,RS Provita Jayapura,0,0,0,0,0,0,0,0,17/Apr/2020 23:20:36
3310416,RSU PKU Muhammadiyah Delanggu,214,41,61,102,0,0,112,0,14/Apr/2020 14:18:40
7206014,RS Umum Hj. Zubaeda Bantilan,38,9,3,12,16,10,26,0,08/Mar/2019 05:02:11
1813001,RSUD KH. Muhammad Thohir KRUI,0,1,1,2,8,9,-2,0,19/Apr/2020 02:03:29
9213038,RS Bergerak Kab.Boven Digoel,22,12,10,22,12,10,0,0,07/Mar/2019 06:54:21
1371466,RSU Hermina Padang,49,7,10,17,13,19,32,0,18/Apr/2020 04:02:44
3603193,RS Siloam Hospitals Kelapa Dua,150,30,26,56,45,49,94,0,17/Apr/2020 04:27:36
3216446,RSIA Aisyah Qurrataain,19,0,1,1,4,14,18,0,21/Dec/2018 02:39:56
7203018,RS Umum Pratama Paku,10,1,0,1,1,0,9,0,09/Apr/2020 03:07:16
3573263,RS Khusus Kanker Onkologi Sentani,17,0,0,0,0,0,17,0,14/Apr/2020 10:05:24
6401018,RS Pratama Batu Engau,13,2,3,5,8,5,8,0,31/Mar/2020 01:52:05
3201256,RS Universitas Indonesia,0,9,6,15,0,0,-15,0,14/Apr/2020 11:50:19
1607014,RS Hermina OPI Jakabaring,54,6,8,14,0,0,40,0,15/Apr/2020 01:01:10
1407016,RS Ibu dan Anak Harapan Medika,4,0,0,0,0,4,4,0,21/Mar/2020 10:29:30
3308021,RS Umum Syubbanul Wathon,40,0,0,0,0,0,40,0,12/Jan/2019 07:07:04
7315018,RSUD Madising,50,4,5,9,16,25,41,0,23/Feb/2019 05:57:50
5205016,RS Pratama Manggelewa,50,3,3,6,24,20,44,0,06/Apr/2020 01:52:19
1224002,RS Pratama Kabupaten Nias Utara,50,4,2,6,21,23,44,0,17/Apr/2020 04:33:07
1671350,RS Umum Daerah Gandus Palembang,32,0,0,0,13,19,32,0,19/Apr/2020 02:24:01
5108080,RS Balimed Buleleng,0,18,26,44,0,0,-44,0,01/Apr/2020 02:37:22
1271033,RS Metta Medika II,14,0,1,1,0,0,13,0,14/Apr/2020 04:39:07
3216448,RS Mitra Keluarga Pratama,46,5,7,12,17,17,34,0,16/Apr/2020 05:26:37
3328081,RS Harapan Sehat Slawi,103,0,0,0,0,0,103,0,17/Apr/2020 11:20:16
3329112,RS Harapan Sehat Jatibarang,98,1,3,4,46,52,94,0,15/Apr/2020 10:50:09
3275065,RS Awal Bros Bekasi Utara,36,5,10,15,6,6,21,0,12/Apr/2020 08:46:12
3216449,RS Ananda Babelan,142,0,3,3,71,68,139,0,18/Apr/2020 06:29:46
3372240,RSU Umum Daerah Bung Karno Kota Surakarta,57,0,0,0,30,27,57,0,07/Apr/2020 06:10:10
7322004,RS Hikmah Sejahtera Sukamaju,69,13,13,26,35,37,43,0,15/Apr/2020 12:53:45
3324040,RSU Charlie Hospital,0,0,0,0,0,0,0,0,16/Apr/2020 14:51:02
1471399,RS Hermina Pekanbaru,57,2,1,3,15,18,54,0,13/Apr/2020 08:03:56
3216450,RS Eka Bekasi,3,0,0,0,0,0,3,0,16/Apr/2020 12:33:32
3671224,RS Sari Asih Cipondoh,0,0,0,0,0,0,0,0,18/Apr/2020 09:16:51
3372201,RSU Surakarta BKPM,16,0,0,0,0,0,16,0,16/Apr/2020 15:24:12
3201259,RS Pena 98,2,0,0,0,0,0,2,0,16/Apr/2020 16:14:00
1507013,RS Umum Daerah Suryah Khairuddin,1,1,0,1,0,0,0,0,17/Apr/2020 10:37:35
3311231,RS Islam Surakarta YARSIS,109,9,0,9,100,0,100,0,11/Apr/2020 13:35:03
3215146,RS Khusus Paru Kabupaten Karawang,44,12,14,26,0,0,18,0,18/Apr/2020 10:25:19
